cProfile Syntax: python -m cProfile -s cumtime SPKF.py

SPKF.py cProfile

         16017338 function calls (15570273 primitive calls) in 69.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.031    0.031 artist.py:1(<module>)
       35    0.029    0.001    0.029    0.001 {built-in method _ctypes.LoadLibrary}
        1    0.001    0.001    0.029    0.029 cm.py:39(_gen_cmap_registry)
  968/902    0.002    0.000    0.029    0.000 contextlib.py:130(__enter__)
    13296    0.022    0.000    0.029    0.000 __init__.py:653(__getitem__)
        1    0.000    0.000    0.028    0.028 index_tricks.py:1(<module>)
       32    0.003    0.000    0.028    0.001 ticker.py:2053(_raw_ticks)
        1    0.000    0.000    0.028    0.028 _idl.py:1(<module>)
    28429    0.022    0.000    0.028    0.000 inspect.py:2962(<genexpr>)
    71201    0.028    0.000    0.028    0.000 fromnumeric.py:1474(_squeeze_dispatcher)
      142    0.001    0.000    0.028    0.000 backend_bases.py:3058(mouse_move)
        1    0.000    0.000    0.027    0.027 _backend_tk.py:474(show)
    35601    0.027    0.000    0.027    0.000 multiarray.py:1071(copyto)
      101    0.007    0.000    0.027    0.000 artist.py:139(<listcomp>)
        4    0.000    0.000    0.027    0.007 axis.py:2073(_update_label_position)
        1    0.000    0.000    0.027    0.027 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.027    0.027 common.py:1(<module>)
     1395    0.005    0.000    0.027    0.000 transforms.py:2508(composite_transform_factory)
       50    0.001    0.000    0.027    0.001 offsetbox.py:808(get_extent)
        7    0.000    0.000    0.027    0.004 Image.py:311(preinit)
     2721    0.010    0.000    0.027    0.000 font_manager.py:1206(score_weight)
        1    0.000    0.000    0.026    0.026 platform.py:572(_node)
     2721    0.024    0.000    0.026    0.000 font_manager.py:1188(score_stretch)
        4    0.000    0.000    0.026    0.007 pyplot.py:2767(plot)
      801    0.002    0.000    0.026    0.000 <frozen importlib._bootstrap>:391(cached)
        1    0.000    0.000    0.026    0.026 _mathtext.py:1(<module>)
        4    0.000    0.000    0.026    0.006 _axes.py:1388(plot)
        1    0.000    0.000    0.026    0.026 secrets.py:1(<module>)
        1    0.000    0.000    0.026    0.026 common.py:8(pyparsing_common)
        1    0.000    0.000    0.026    0.026 spines.py:1(<module>)
       11    0.000    0.000    0.026    0.002 __init__.py:4088(__init__)
       11    0.000    0.000    0.025    0.002 __init__.py:4023(__init__)
        1    0.000    0.000    0.025    0.025 helpers.py:1(<module>)
        1    0.000    0.000    0.025    0.025 platform.py:360(win32_ver)
      142    0.001    0.000    0.025    0.000 _backend_tk.py:626(set_message)
        1    0.000    0.000    0.024    0.024 wavfile.py:1(<module>)
      423    0.002    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        1    0.000    0.000    0.024    0.024 platform.py:261(_syscmd_ver)
     7735    0.007    0.000    0.024    0.000 abc.py:117(__instancecheck__)
        1    0.000    0.000    0.024    0.024 subprocess.py:373(check_output)
      146    0.001    0.000    0.024    0.000 __init__.py:400(set)
        1    0.000    0.000    0.024    0.024 tempfile.py:1(<module>)
        1    0.000    0.000    0.024    0.024 subprocess.py:460(run)
       26    0.001    0.000    0.024    0.001 patches.py:606(draw)
      146    0.023    0.000    0.023    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.023    0.023 __init__.py:2039(wm_deiconify)
     4000    0.011    0.000    0.023    0.000 artist.py:1448(aliased_name)
        4    0.000    0.000    0.023    0.006 axis.py:2339(_update_label_position)
       17    0.001    0.000    0.023    0.001 rcsetup.py:710(validate_cycler)
7894/6425    0.013    0.000    0.023    0.000 artist.py:290(stale)
        1    0.000    0.000    0.022    0.022 socket.py:1(<module>)
        1    0.000    0.000    0.022    0.022 __init__.py:2133(wm_iconphoto)
     1114    0.012    0.000    0.022    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.022    0.022 platform.py:1(<module>)
     2398    0.008    0.000    0.022    0.000 transforms.py:1900(__init__)
     1666    0.006    0.000    0.022    0.000 {built-in method builtins.any}
        3    0.000    0.000    0.021    0.007 version.py:1(<module>)
      275    0.004    0.000    0.021    0.000 font_manager.py:658(__init__)
      327    0.002    0.000    0.021    0.000 transforms.py:2032(rotate_deg_around)
       16    0.000    0.000    0.021    0.001 deprecation.py:384(wrapper)
        7    0.000    0.000    0.021    0.003 _base.py:2279(add_line)
       10    0.000    0.000    0.021    0.002 offsetbox.py:836(draw)
        1    0.000    0.000    0.020    0.020 __init__.py:189(_check_versions)
    35562    0.020    0.000    0.020    0.000 function_base.py:5385(_append_dispatcher)
      976    0.008    0.000    0.020    0.000 ntpath.py:61(isabs)
       16    0.000    0.000    0.020    0.001 axis.py:1275(get_majorticklocs)
        1    0.000    0.000    0.019    0.019 shutil.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _mathtext.py:1882(Parser)
       32    0.001    0.000    0.019    0.001 colors.py:927(from_list)
    19653    0.015    0.000    0.019    0.000 inspect.py:277(isfunction)
       47    0.001    0.000    0.019    0.000 __init__.py:1294(_add_data_doc)
    35565    0.019    0.000    0.019    0.000 fromnumeric.py:3159(_size_dispatcher)
      210    0.001    0.000    0.019    0.000 transforms.py:1480(transform)
     2184    0.009    0.000    0.019    0.000 inspect.py:653(_findclass)
        1    0.000    0.000    0.018    0.018 _mathtext.py:2467(<lambda>)
        1    0.001    0.001    0.018    0.018 _mathtext.py:2467(<listcomp>)
      823    0.002    0.000    0.018    0.000 transforms.py:1348(__add__)
      854    0.010    0.000    0.018    0.000 __init__.py:1653(normalize_kwargs)
      466    0.001    0.000    0.018    0.000 <frozen importlib._bootstrap>:169(__enter__)
        1    0.000    0.000    0.018    0.018 scale.py:1(<module>)
       13    0.000    0.000    0.018    0.001 __init__.py:2589(__init__)
       67    0.000    0.000    0.018    0.000 lines.py:996(get_path)
        7    0.000    0.000    0.018    0.003 _base.py:2307(_update_line_limits)
     7735    0.008    0.000    0.017    0.000 {built-in method _abc._abc_instancecheck}
      132    0.001    0.000    0.017    0.000 artist.py:1166(_cm_set)
      314    0.002    0.000    0.017    0.000 overrides.py:170(decorator)
        2    0.015    0.007    0.017    0.008 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.017    0.017 PngImagePlugin.py:1(<module>)
    35562    0.017    0.000    0.017    0.000 linalg.py:479(_unary_dispatcher)
        1    0.000    0.000    0.017    0.017 exceptions.py:1(<module>)
      296    0.001    0.000    0.017    0.000 <__array_function__ internals>:177(column_stack)
      625    0.001    0.000    0.017    0.000 colors.py:111(is_color_like)
        1    0.000    0.000    0.017    0.017 numeric.py:1(<module>)
      410    0.016    0.000    0.016    0.000 {method '__exit__' of '_io._IOBase' objects}
      170    0.001    0.000    0.016    0.000 font_manager.py:1417(get_font)
  968/902    0.003    0.000    0.016    0.000 contextlib.py:139(__exit__)
    43462    0.016    0.000    0.016    0.000 {method 'pop' of 'list' objects}
     2293    0.004    0.000    0.016    0.000 re.py:187(match)
  360/258    0.004    0.000    0.016    0.000 transforms.py:2441(get_affine)
     1306    0.003    0.000    0.015    0.000 <__array_function__ internals>:177(dot)
       16    0.000    0.000    0.015    0.001 axis.py:1279(get_minorticklocs)
      789    0.007    0.000    0.015    0.000 transforms.py:767(__init__)
        1    0.000    0.000    0.015    0.015 backend_qtagg.py:1(<module>)
    25223    0.015    0.000    0.015    0.000 enum.py:678(__new__)
      423    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
     1824    0.003    0.000    0.015    0.000 colors.py:106(_is_nth_color)
       47    0.007    0.000    0.015    0.000 {built-in method builtins.eval}
      354    0.001    0.000    0.015    0.000 transforms.py:2012(rotate_deg)
        1    0.000    0.000    0.015    0.015 defmatrix.py:1(<module>)
    35568    0.015    0.000    0.015    0.000 fromnumeric.py:1751(_ravel_dispatcher)
    35560    0.015    0.000    0.015    0.000 linalg.py:1473(_svd_dispatcher)
        1    0.000    0.000    0.015    0.015 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.015    0.015 JpegImagePlugin.py:1(<module>)
     1948    0.012    0.000    0.014    0.000 transforms.py:207(set_children)
       87    0.000    0.000    0.014    0.000 text.py:1251(set_fontproperties)
        1    0.000    0.000    0.014    0.014 tz.py:1(<module>)
        4    0.000    0.000    0.014    0.004 axis.py:934(set_clip_path)
      210    0.001    0.000    0.014    0.000 transforms.py:2417(transform_affine)
     1136    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
       28    0.007    0.000    0.014    0.001 util.py:182(_collapse_string_to_ranges)
        1    0.000    0.000    0.014    0.014 _backend_tk.py:164(__init__)
        1    0.000    0.000    0.014    0.014 subprocess.py:1108(communicate)
      406    0.002    0.000    0.014    0.000 deprecation.py:9(wrap)
      296    0.004    0.000    0.014    0.000 shape_base.py:612(column_stack)
     1771    0.003    0.000    0.014    0.000 __init__.py:1582(getint_event)
      872    0.007    0.000    0.014    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.014    0.014 ticker.py:1(<module>)
     5421    0.014    0.000    0.014    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.014    0.014 pickle.py:1(<module>)
        1    0.014    0.014    0.014    0.014 font_manager.py:1403(_get_font)
      428    0.001    0.000    0.013    0.000 rcsetup.py:310(validate_color)
     2103    0.013    0.000    0.013    0.000 {method 'getint' of '_tkinter.tkapp' objects}
     9656    0.008    0.000    0.013    0.000 inspect.py:632(_is_wrapper)
      354    0.003    0.000    0.013    0.000 transforms.py:1996(rotate)
     3852    0.008    0.000    0.013    0.000 transforms.py:1783(__init__)
    11924    0.009    0.000    0.013    0.000 _mathtext.py:2469(<genexpr>)
    35981    0.013    0.000    0.013    0.000 fromnumeric.py:193(_reshape_dispatcher)
        2    0.000    0.000    0.013    0.007 pyplot.py:2665(legend)
        2    0.000    0.000    0.013    0.007 _axes.py:186(legend)
      237    0.001    0.000    0.013    0.000 markers.py:219(__init__)
        2    0.000    0.000    0.013    0.006 legend.py:296(__init__)
       32    0.000    0.000    0.013    0.000 ticker.py:706(set_locs)
  193/180    0.001    0.000    0.013    0.000 typing.py:306(inner)
        8    0.001    0.000    0.012    0.002 core.py:2678(__init__)
        1    0.000    0.000    0.012    0.012 qt_compat.py:1(<module>)
        3    0.000    0.000    0.012    0.004 __init__.py:2817(create_image)
        3    0.000    0.000    0.012    0.004 __init__.py:2797(_create)
        1    0.000    0.000    0.012    0.012 backend_cairo.py:1(<module>)
        4    0.000    0.000    0.012    0.003 qt_compat.py:87(_setup_pyqt5plus)
        1    0.000    0.000    0.012    0.012 numerictypes.py:1(<module>)
        2    0.000    0.000    0.012    0.006 __init__.py:3159(__init__)
     13/2    0.000    0.000    0.012    0.006 __init__.py:2606(destroy)
     5885    0.005    0.000    0.012    0.000 sre_parse.py:255(get)
      137    0.001    0.000    0.012    0.000 rcsetup.py:88(f)
       11    0.000    0.000    0.012    0.001 core.py:1076(parse_string)
      675    0.003    0.000    0.012    0.000 fromnumeric.py:69(_wrapreduction)
     4912    0.009    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
        5    0.000    0.000    0.012    0.002 _version.py:1(<module>)
        1    0.000    0.000    0.012    0.012 backend_tools.py:1(<module>)
        9    0.000    0.000    0.012    0.001 core.py:5392(__init__)
      314    0.002    0.000    0.011    0.000 function_base.py:475(add_newdoc)
     29/8    0.000    0.000    0.011    0.001 core.py:4379(leave_whitespace)
     1320    0.009    0.000    0.011    0.000 ntpath.py:124(splitdrive)
        1    0.000    0.000    0.011    0.011 npyio.py:1(<module>)
      228    0.002    0.000    0.011    0.000 path.py:99(__init__)
      773    0.004    0.000    0.011    0.000 transforms.py:2351(__init__)
        1    0.000    0.000    0.011    0.011 _add_newdocs.py:1(<module>)
       40    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
    47048    0.011    0.000    0.011    0.000 {built-in method builtins.callable}
       40    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
  176/170    0.001    0.000    0.011    0.000 _base.py:766(_unstale_viewLim)
      228    0.003    0.000    0.011    0.000 sre_compile.py:560(_compile_info)
       31    0.004    0.000    0.011    0.000 __init__.py:328(namedtuple)
        2    0.000    0.000    0.011    0.005 _backend_tk.py:227(resize)
      131    0.001    0.000    0.011    0.000 font_manager.py:943(copy)
     2721    0.004    0.000    0.011    0.000 font_manager.py:1122(_expand_aliases)
        1    0.000    0.000    0.011    0.011 subprocess.py:1(<module>)
      423    0.005    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        1    0.000    0.000    0.011    0.011 pathlib.py:1(<module>)
        1    0.000    0.000    0.011    0.011 hmac.py:1(<module>)
    35560    0.011    0.000    0.011    0.000 shape_base.py:77(_atleast_2d_dispatcher)
       16    0.001    0.000    0.011    0.001 axis.py:2258(get_tick_space)
      107    0.001    0.000    0.011    0.000 lines.py:692(_transform_path)
      204    0.000    0.000    0.011    0.000 backend_bases.py:658(new_gc)
        2    0.000    0.000    0.010    0.005 legend.py:716(_init_legend_box)
      286    0.009    0.000    0.010    0.000 {built-in method matplotlib._path.point_in_path}
      402    0.002    0.000    0.010    0.000 core.py:499(copy)
      208    0.002    0.000    0.010    0.000 text.py:275(_get_layout_cache_key)
        1    0.000    0.000    0.010    0.010 filedialog.py:1(<module>)
      237    0.002    0.000    0.010    0.000 markers.py:295(_set_marker)
     7552    0.010    0.000    0.010    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.010    0.010 transforms.py:1(<module>)
       20    0.000    0.000    0.010    0.001 transforms.py:662(union)
      204    0.003    0.000    0.010    0.000 backend_bases.py:735(__init__)
        2    0.000    0.000    0.010    0.005 _pep440.py:1(<module>)
        1    0.000    0.000    0.010    0.010 axes3d.py:44(Axes3D)
      880    0.002    0.000    0.010    0.000 artist.py:81(_stale_axes_callback)
     8081    0.007    0.000    0.010    0.000 sre_parse.py:165(__getitem__)
 1717/242    0.002    0.000    0.010    0.000 abc.py:121(__subclasscheck__)
       61    0.001    0.000    0.010    0.000 rcsetup.py:107(<listcomp>)
      223    0.007    0.000    0.010    0.000 sre_compile.py:292(_optimize_charset)
     55/8    0.001    0.000    0.010    0.001 core.py:3635(leave_whitespace)
        1    0.000    0.000    0.010    0.010 subprocess.py:756(__init__)
       10    0.000    0.000    0.010    0.001 offsetbox.py:666(draw)
